dataset_key,dataset_name,model_key,model_name,fold,feature,mean_abs_shap,rank
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_Nebraska,0.0,69
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_Nevada,0.0,70
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_New_Hampshire,0.0,71
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_New_Jersey,0.0,72
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_New_Mexico,0.0,73
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_New_York,0.0,74
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_North_Carolina,0.0,75
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_North_Dakota,0.0,76
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_Ohio,0.0,77
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_Oklahoma,0.0,78
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_Oregon,0.0,79
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_Pennsylvania,0.0,80
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_Puerto_Rico,0.0,81
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_Rhode_Island,0.0,82
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_South_Carolina,0.0,83
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_South_Dakota,0.0,84
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_Tennessee,0.0,85
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_Texas,0.0,86
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_Utah,0.0,87
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_Vermont,0.0,88
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_Virgin_Islands,0.0,89
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_Virginia,0.0,90
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_Washington,0.0,91
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_West_Virginia,0.0,92
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_Wisconsin,0.0,93
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,State_Wyoming,0.0,94
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,GeneralHealth_Good,0.0,95
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,LastCheckupTime_5_or_more_years_ago,0.0,96
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,LastCheckupTime_Within_past_2_years_1_year_but_less_than_2_years_ago_,0.0,97
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,LastCheckupTime_Within_past_5_years_2_years_but_less_than_5_years_ago_,0.0,98
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,LastCheckupTime_Within_past_year_anytime_less_than_12_months_ago_,0.0,99
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,RemovedTeeth_1_to_5,0.0,100
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,RemovedTeeth_6_or_more_but_not_all,0.0,101
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,HadDiabetes_No,0.0,102
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,HadDiabetes_No_pre_diabetes_or_borderline_diabetes,0.0,103
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,HadDiabetes_Yes_but_only_during_pregnancy_female_,0.0,104
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,SmokerStatus_Current_smoker_now_smokes_every_day,0.0,105
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,SmokerStatus_Current_smoker_now_smokes_some_days,0.0,106
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,SmokerStatus_Former_smoker,0.0,107
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,ECigaretteUsage_Never_used_e_cigarettes_in_my_entire_life,0.0,108
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,ECigaretteUsage_Not_at_all_right_now_,0.0,109
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,ECigaretteUsage_Use_them_every_day,0.0,110
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,ECigaretteUsage_Use_them_some_days,0.0,111
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,RaceEthnicityCategory_Black_only_Non_Hispanic,0.0,112
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,RaceEthnicityCategory_Hispanic,0.0,113
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,RaceEthnicityCategory_Multiracial_Non_Hispanic,0.0,114
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,RaceEthnicityCategory_Other_race_only_Non_Hispanic,0.0,115
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,RaceEthnicityCategory_White_only_Non_Hispanic,0.0,116
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,AgeCategory_Age_35_to_39,0.0,117
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,AgeCategory_Age_40_to_44,0.0,118
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,AgeCategory_Age_45_to_49,0.0,119
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,AgeCategory_Age_50_to_54,0.0,120
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,AgeCategory_Age_55_to_59,0.0,121
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,AgeCategory_Age_60_to_64,0.0,122
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,AgeCategory_Age_65_to_69,0.0,123
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,AgeCategory_Age_70_to_74,0.0,124
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,AgeCategory_Age_75_to_79,0.0,125
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,TetanusLast10Tdap_No_did_not_receive_any_tetanus_shot_in_the_past_10_years,0.0,126
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,TetanusLast10Tdap_Yes_received_Tdap,0.0,127
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,TetanusLast10Tdap_Yes_received_tetanus_shot_but_not_sure_what_type,0.0,128
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,TetanusLast10Tdap_Yes_received_tetanus_shot_but_not_Tdap,0.0,129
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,CovidPos_No,0.0,130
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,1,CovidPos_Tested_positive_using_home_test_without_a_health_professional,0.0,131
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,HadAngina,0.02868064337405118,1
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,ChestScan,0.02748450776256774,2
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,RemovedTeeth_None_of_them,0.018450483939073968,3
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,Sex,0.011111030696928106,4
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,HadDiabetes_Yes,0.0101296065668694,5
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,GeneralHealth_Excellent,0.009259483290792712,6
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,HadArthritis,0.008890996953553238,7
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,DifficultyWalking,0.008362980711266729,8
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,GeneralHealth_Very_good,0.007193730587643123,9
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,HadStroke,0.004571924635413217,10
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,AgeCategory_Age_80_or_older,0.0037033788523522316,11
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,AgeCategory_Age_18_to_24,0.003350053063772636,12
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,SmokerStatus_Never_smoked,0.0022548555019004705,13
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,HadCOPD,0.001958797677550321,14
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,AgeCategory_Age_30_to_34,0.001581145720873252,15
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,HadDiabetes_No,0.0014037276148044725,16
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,LastCheckupTime_Within_past_year_anytime_less_than_12_months_ago_,0.0010147891852081165,17
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,AgeCategory_Age_25_to_29,0.0009223561157259069,18
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,RemovedTeeth_All,0.0007065480224801594,19
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,PhysicalHealthDays,0.0,20
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,MentalHealthDays,0.0,21
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,SleepHours,0.0,22
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,HeightInMeters,0.0,23
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,WeightInKilograms,0.0,24
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,BMI,0.0,25
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,PhysicalActivities,0.0,26
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,HadAsthma,0.0,27
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,HadSkinCancer,0.0,28
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,HadDepressiveDisorder,0.0,29
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,HadKidneyDisease,0.0,30
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,DeafOrHardOfHearing,0.0,31
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,BlindOrVisionDifficulty,0.0,32
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,DifficultyConcentrating,0.0,33
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,DifficultyDressingBathing,0.0,34
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,DifficultyErrands,0.0,35
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,AlcoholDrinkers,0.0,36
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,HIVTesting,0.0,37
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,FluVaxLast12,0.0,38
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,PneumoVaxEver,0.0,39
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,HighRiskLastYear,0.0,40
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Alabama,0.0,41
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Alaska,0.0,42
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Arizona,0.0,43
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Arkansas,0.0,44
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_California,0.0,45
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Colorado,0.0,46
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Connecticut,0.0,47
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Delaware,0.0,48
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_District_of_Columbia,0.0,49
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Florida,0.0,50
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Georgia,0.0,51
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Guam,0.0,52
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Hawaii,0.0,53
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Idaho,0.0,54
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Illinois,0.0,55
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Indiana,0.0,56
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Iowa,0.0,57
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Kansas,0.0,58
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Kentucky,0.0,59
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Louisiana,0.0,60
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Maine,0.0,61
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Maryland,0.0,62
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Massachusetts,0.0,63
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Michigan,0.0,64
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Minnesota,0.0,65
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Mississippi,0.0,66
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Missouri,0.0,67
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Montana,0.0,68
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Nebraska,0.0,69
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Nevada,0.0,70
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_New_Hampshire,0.0,71
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_New_Jersey,0.0,72
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_New_Mexico,0.0,73
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_New_York,0.0,74
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_North_Carolina,0.0,75
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_North_Dakota,0.0,76
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Ohio,0.0,77
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Oklahoma,0.0,78
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Oregon,0.0,79
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Pennsylvania,0.0,80
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Puerto_Rico,0.0,81
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Rhode_Island,0.0,82
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_South_Carolina,0.0,83
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_South_Dakota,0.0,84
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Tennessee,0.0,85
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Texas,0.0,86
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Utah,0.0,87
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Vermont,0.0,88
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Virgin_Islands,0.0,89
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Virginia,0.0,90
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Washington,0.0,91
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_West_Virginia,0.0,92
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Wisconsin,0.0,93
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,State_Wyoming,0.0,94
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,GeneralHealth_Fair,0.0,95
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,GeneralHealth_Good,0.0,96
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,GeneralHealth_Poor,0.0,97
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,LastCheckupTime_5_or_more_years_ago,0.0,98
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,LastCheckupTime_Within_past_2_years_1_year_but_less_than_2_years_ago_,0.0,99
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,LastCheckupTime_Within_past_5_years_2_years_but_less_than_5_years_ago_,0.0,100
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,RemovedTeeth_1_to_5,0.0,101
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,RemovedTeeth_6_or_more_but_not_all,0.0,102
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,HadDiabetes_No_pre_diabetes_or_borderline_diabetes,0.0,103
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,HadDiabetes_Yes_but_only_during_pregnancy_female_,0.0,104
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,SmokerStatus_Current_smoker_now_smokes_every_day,0.0,105
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,SmokerStatus_Current_smoker_now_smokes_some_days,0.0,106
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,SmokerStatus_Former_smoker,0.0,107
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,ECigaretteUsage_Never_used_e_cigarettes_in_my_entire_life,0.0,108
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,ECigaretteUsage_Not_at_all_right_now_,0.0,109
dataset1,Personal Key Indicators of Heart Disease (2022),adaboost,AdaBoost,2,ECigaretteUsage_Use_them_every_day,0.0,110
